"Geneid","GeneName","NewName","GeneType","chr","start","end","strand","logFC","logCPM","PValue","FDR","significance"
"ENSG00000079156","OSBPL6","ENSG00000079156_OSBPL6","protein_coding","chr2",178194481,178402893,"+",-0.441683029611765,4.32370459500869,0.170444634052184,0.466103077589901,"Not_significant"
"ENSG00000155265","GOLGA7B","ENSG00000155265_GOLGA7B","protein_coding","chr10",97849843,97871580,"+",0.526782062612334,3.40098078796741,0.17044692938273,0.466103077589901,"Not_significant"
"ENSG00000148672","GLUD1","ENSG00000148672_GLUD1","protein_coding","chr10",87050202,87094843,"-",0.328223625763373,7.39229465420683,0.170577625038161,0.466192681786611,"Not_significant"
"ENSG00000166086","JAM3","ENSG00000166086_JAM3","protein_coding","chr11",134069071,134152001,"+",0.88972936642025,0.489166195692767,0.170618189921352,0.466192681786611,"Not_significant"
"ENSG00000213965","NUDT19","ENSG00000213965_NUDT19","protein_coding","chr19",32691821,32713792,"+",0.351356002470367,4.79039970184349,0.170626343541268,0.466192681786611,"Not_significant"
"ENSG00000143398","PIP5K1A","ENSG00000143398_PIP5K1A","protein_coding","chr1",151197949,151249536,"+",0.320321054390252,7.32282096457744,0.170639094691688,0.466192681786611,"Not_significant"
"ENSG00000168502","MTCL1","ENSG00000168502_MTCL1","protein_coding","chr18",8705556,8832778,"+",-0.362467684338775,4.6803458636402,0.170640830226746,0.466192681786611,"Not_significant"
"ENSG00000204619","PPP1R11","ENSG00000204619_PPP1R11","protein_coding","chr6",30066709,30070333,"+",-0.305743207450246,6.38805418190501,0.170721732146195,0.466296136385647,"Not_significant"
"ENSG00000085465","OVGP1","ENSG00000085465_OVGP1","protein_coding","chr1",111414319,111427735,"-",0.793589185827856,0.516683894106501,0.170743165659807,0.466296136385647,"Not_significant"
"ENSG00000271601","LIX1L","ENSG00000271601_LIX1L","protein_coding","chr1",145933423,145958017,"-",0.35563138667286,4.8514881448189,0.170870193840181,0.466440538235962,"Not_significant"
"ENSG00000081760","AACS","ENSG00000081760_AACS","protein_coding","chr12",125065434,125143333,"+",0.314914121211325,6.00665786725739,0.170894639181124,0.466440538235962,"Not_significant"
"ENSG00000127452","FBXL12","ENSG00000127452_FBXL12","protein_coding","chr19",9810267,9827816,"-",0.421145456123213,4.4358692131865,0.170906160539127,0.466440538235962,"Not_significant"
"ENSG00000132357","CARD6","ENSG00000132357_CARD6","protein_coding","chr5",40841308,40860175,"+",0.43864465949531,3.68919605161252,0.170925016811063,0.466440538235962,"Not_significant"
"ENSG00000135709","KIAA0513","ENSG00000135709_KIAA0513","protein_coding","chr16",85027782,85094230,"+",0.476585593817381,3.67997029037595,0.1710780750747,0.466629115545583,"Not_significant"
"ENSG00000237945","LINC00649","ENSG00000237945_LINC00649","lncRNA","chr21",33915534,33977703,"+",0.631653172128609,1.97877632773416,0.171082922675868,0.466629115545583,"Not_significant"
"ENSG00000145349","CAMK2D","ENSG00000145349_CAMK2D","protein_coding","chr4",113418054,113761927,"-",0.364755196537664,4.73299680133987,0.171090890975651,0.466629115545583,"Not_significant"
"ENSG00000174151","CYB561D1","ENSG00000174151_CYB561D1","protein_coding","chr1",109494052,109502932,"+",0.398042884893952,4.23984225698606,0.171142850873178,0.466682842739189,"Not_significant"
"ENSG00000166582","CENPV","ENSG00000166582_CENPV","protein_coding","chr17",16342534,16353656,"-",0.554783989314941,3.71259373354224,0.171230304595078,0.466833318181756,"Not_significant"
"ENSG00000171621","SPSB1","ENSG00000171621_SPSB1","protein_coding","chr1",9292894,9369532,"+",0.404721204246748,4.16918684918585,0.171378295822068,0.467148752093846,"Not_significant"
"ENSG00000177542","SLC25A22","ENSG00000177542_SLC25A22","protein_coding","chr11",790475,798281,"-",-0.325808555647163,6.08899457678863,0.171451735108985,0.467163751337652,"Not_significant"
"ENSG00000162065","TBC1D24","ENSG00000162065_TBC1D24","protein_coding","chr16",2475051,2509560,"+",-0.382918102209063,4.59023715885192,0.171455080961501,0.467163751337652,"Not_significant"
"ENSG00000129355","CDKN2D","ENSG00000129355_CDKN2D","protein_coding","chr19",10566460,10569059,"-",0.506059933909685,3.08815422084667,0.17148068018823,0.467163751337652,"Not_significant"
"ENSG00000137218","FRS3","ENSG00000137218_FRS3","protein_coding","chr6",41770176,41786542,"-",0.500651971464061,3.16560441440885,0.171737456292927,0.467775191627469,"Not_significant"
"ENSG00000148358","GPR107","ENSG00000148358_GPR107","protein_coding","chr9",130053426,130140169,"+",0.383934904606231,6.27974819420028,0.17183665384302,0.467913922032408,"Not_significant"
"ENSG00000170370","EMX2","ENSG00000170370_EMX2","protein_coding","chr10",117542445,117549546,"+",0.903924653005546,0.347101177416515,0.171853080862587,0.467913922032408,"Not_significant"
"ENSG00000175854","SWI5","ENSG00000175854_SWI5","protein_coding","chr9",128275379,128316123,"+",0.414913325842398,4.03220478359228,0.1719505829824,0.468091293455663,"Not_significant"
"ENSG00000118263","KLF7","ENSG00000118263_KLF7","protein_coding","chr2",207074137,207173856,"-",0.349118874903248,5.73576212355856,0.172141099948323,0.468521759520685,"Not_significant"
"ENSG00000151694","ADAM17","ENSG00000151694_ADAM17","protein_coding","chr2",9488486,9556732,"-",0.321784238478382,6.47029484537601,0.172191427532494,0.468570577630749,"Not_significant"
"ENSG00000177380","PPFIA3","ENSG00000177380_PPFIA3","protein_coding","chr19",49119544,49151026,"+",0.379443945193333,4.5417186229511,0.1723021302253,0.468671346574352,"Not_significant"
"ENSG00000082641","NFE2L1","ENSG00000082641_NFE2L1","protein_coding","chr17",48048329,48061545,"+",0.306478075649744,8.07934162822013,0.17232217905513,0.468671346574352,"Not_significant"
"ENSG00000175792","RUVBL1","ENSG00000175792_RUVBL1","protein_coding","chr3",128064778,128153914,"-",-0.308280137242269,6.65963071272105,0.172325652732544,0.468671346574352,"Not_significant"
"ENSG00000150627","WDR17","ENSG00000150627_WDR17","protein_coding","chr4",176065841,176182818,"+",-0.601598940180394,2.07236617054033,0.172444666212185,0.468906868688999,"Not_significant"
"ENSG00000197483","ZNF628","ENSG00000197483_ZNF628","protein_coding","chr19",55476617,55484487,"+",0.520166874642548,3.05323099947056,0.172586445472141,0.469204194737829,"Not_significant"
"ENSG00000170917","NUDT6","ENSG00000170917_NUDT6","protein_coding","chr4",122888697,122922968,"-",-0.687507076622791,1.28962662329106,0.172652543994735,0.46929569737464,"Not_significant"
"ENSG00000204406","MBD5","ENSG00000204406_MBD5","protein_coding","chr2",148021011,148516971,"+",0.48450997952708,3.62023126574027,0.172728349446554,0.469351173567454,"Not_significant"
"ENSG00000130540","SULT4A1","ENSG00000130540_SULT4A1","protein_coding","chr22",43824509,43862513,"-",0.60277681133238,2.08466444441305,0.172737843776657,0.469351173567454,"Not_significant"
"ENSG00000175756","AURKAIP1","ENSG00000175756_AURKAIP1","protein_coding","chr1",1373730,1375207,"-",-0.314952083975266,6.62399583683703,0.172903893844442,0.469714127390365,"Not_significant"
"ENSG00000027697","IFNGR1","ENSG00000027697_IFNGR1","protein_coding","chr6",137197483,137219449,"-",0.321984975135981,5.80884363681351,0.173014273479212,0.469925737917814,"Not_significant"
"ENSG00000112210","RAB23","ENSG00000112210_RAB23","protein_coding","chr6",57186992,57222307,"-",-0.357983748965902,4.78195071557917,0.173222588554032,0.47040322245591,"Not_significant"
"ENSG00000124422","USP22","ENSG00000124422_USP22","protein_coding","chr17",20999596,21043760,"-",-0.310896133353318,8.39255191111668,0.173267458696218,0.470436760041196,"Not_significant"
"ENSG00000104129","DNAJC17","ENSG00000104129_DNAJC17","protein_coding","chr15",40765161,40807478,"-",-0.492565035557671,3.44568787866358,0.173363558911572,0.470609353202253,"Not_significant"
"ENSG00000033327","GAB2","ENSG00000033327_GAB2","protein_coding","chr11",78215293,78418348,"-",0.789177313939198,0.425042466719786,0.173411164556347,0.470650263878446,"Not_significant"
"ENSG00000167004","PDIA3","ENSG00000167004_PDIA3","protein_coding","chr15",43746394,43773279,"+",0.419428253098245,9.98164761753658,0.173541944631397,0.470805228773202,"Not_significant"
"ENSG00000136738","STAM","ENSG00000136738_STAM","protein_coding","chr10",17644151,17716824,"+",-0.339477353347927,4.97706996500795,0.173564864239773,0.470805228773202,"Not_significant"
"ENSG00000023330","ALAS1","ENSG00000023330_ALAS1","protein_coding","chr3",52198086,52214327,"+",0.322583561646126,6.54330162775782,0.173565898316569,0.470805228773202,"Not_significant"
"ENSG00000197951","ZNF71","ENSG00000197951_ZNF71","protein_coding","chr19",56595300,56626481,"+",0.416114363096791,4.0161236888703,0.173722576737264,0.471141881342568,"Not_significant"
"ENSG00000154065","ANKRD29","ENSG00000154065_ANKRD29","protein_coding","chr18",23598926,23662911,"-",0.494214037058205,3.25896293412567,0.17382700652212,0.471319021788519,"Not_significant"
"ENSG00000233328","PFN1P1","ENSG00000233328_PFN1P1","processed_pseudogene","chr1",171670517,171670939,"-",-0.357245125583798,4.7910130326902,0.174039204227919,0.471319021788519,"Not_significant"
"ENSG00000083544","TDRD3","ENSG00000083544_TDRD3","protein_coding","chr13",60396457,60573878,"+",-0.427887095729578,3.75943129461209,0.174062090201568,0.471319021788519,"Not_significant"
"ENSG00000173457","PPP1R14B","ENSG00000173457_PPP1R14B","protein_coding","chr11",64244479,64246943,"-",-0.321463968725566,7.48042097128269,0.174069991439194,0.471319021788519,"Not_significant"
"ENSG00000175334","BANF1","ENSG00000175334_BANF1","protein_coding","chr11",66002228,66004149,"+",-0.309570254156685,7.6907303783951,0.17409633632263,0.471319021788519,"Not_significant"
"ENSG00000141956","PRDM15","ENSG00000141956_PRDM15","protein_coding","chr21",41798225,41879482,"-",-0.401376904242272,4.26743143707935,0.174099279291266,0.471319021788519,"Not_significant"
"ENSG00000105835","NAMPT","ENSG00000105835_NAMPT","protein_coding","chr7",106248298,106285966,"-",-0.33507651028903,6.8154198691179,0.17410983304194,0.471319021788519,"Not_significant"
"ENSG00000173559","NABP1","ENSG00000173559_NABP1","protein_coding","chr2",191678068,191741097,"+",0.463677861963534,3.64799034889883,0.174162620262885,0.471319021788519,"Not_significant"
"ENSG00000224536","CSRP1-AS1","ENSG00000224536_CSRP1-AS1","lncRNA","chr1",201507241,201534784,"+",0.882398893965682,-0.235802145659703,0.174166094368443,0.471319021788519,"Not_significant"
"ENSG00000158195","WASF2","ENSG00000158195_WASF2","protein_coding","chr1",27404230,27490167,"-",0.317355530619464,7.32227029692503,0.174174784225846,0.471319021788519,"Not_significant"
"ENSG00000151348","EXT2","ENSG00000151348_EXT2","protein_coding","chr11",44095648,44251962,"+",0.326056321725317,7.30862615801348,0.174178400847925,0.471319021788519,"Not_significant"
"ENSG00000109079","TNFAIP1","ENSG00000109079_TNFAIP1","protein_coding","chr17",28335602,28347009,"+",0.308833018248543,6.62394479887248,0.174178867031759,0.471319021788519,"Not_significant"
"ENSG00000262454","MIR193BHG","ENSG00000262454_MIR193BHG","lncRNA","chr16",14301389,14331067,"+",0.694597585213454,1.16848011855632,0.174292048658843,0.47153708170915,"Not_significant"
"ENSG00000260958","ENSG00000260958","ENSG00000260958_ENSG00000260958","lncRNA","chr16",35207884,35284146,"+",0.747570688467154,0.746830609092877,0.174426006828559,0.471811259308515,"Not_significant"
"ENSG00000068305","MEF2A","ENSG00000068305_MEF2A","protein_coding","chr15",99565417,99716488,"+",0.355890385540885,5.08019958934486,0.174568513671282,0.472108453686441,"Not_significant"
"ENSG00000049192","ADAMTS6","ENSG00000049192_ADAMTS6","protein_coding","chr5",65148738,65481920,"-",-0.820823140131311,1.46878322934434,0.174631402148744,0.472139702384127,"Not_significant"
"ENSG00000023041","ZDHHC6","ENSG00000023041_ZDHHC6","protein_coding","chr10",112424428,112447572,"-",-0.326475947124918,5.33522558508476,0.174658666676513,0.472139702384127,"Not_significant"
"ENSG00000170465","KRT6C","ENSG00000170465_KRT6C","protein_coding","chr12",52468516,52473805,"-",0.836628448343756,0.389698713970979,0.174677981968744,0.472139702384127,"Not_significant"
"ENSG00000175600","SUGCT","ENSG00000175600_SUGCT","protein_coding","chr7",40135005,40860763,"+",0.53614340254435,2.82897760271438,0.174777203323773,0.47231963819946,"Not_significant"
"ENSG00000133112","TPT1","ENSG00000133112_TPT1","protein_coding","chr13",45333471,45341284,"-",0.321072813442147,10.6777435705044,0.174848735157979,0.472424692341302,"Not_significant"
"ENSG00000277702","ENSG00000277702","ENSG00000277702_ENSG00000277702","unprocessed_pseudogene","chr1",143419625,143420207,"-",0.820534644176418,0.720181592919549,0.174941778654222,0.472587818863114,"Not_significant"
"ENSG00000279406","ENSG00000279406","ENSG00000279406_ENSG00000279406","TEC","chr10",71364243,71366374,"+",1.06806789462412,-0.602913555510198,0.17501818756561,0.472705956184487,"Not_significant"
"ENSG00000116898","MRPS15","ENSG00000116898_MRPS15","protein_coding","chr1",36455718,36464384,"-",-0.312689782483031,7.11045083370246,0.175053670375902,0.472713532883665,"Not_significant"
"ENSG00000184574","LPAR5","ENSG00000184574_LPAR5","protein_coding","chr12",6618835,6635960,"-",0.487000631833464,4.2904734871905,0.175122259576747,0.472810490301832,"Not_significant"
"ENSG00000128789","PSMG2","ENSG00000128789_PSMG2","protein_coding","chr18",12658043,12728945,"+",-0.31780804321453,5.6505446099286,0.1751819782234,0.472883466501156,"Not_significant"
"ENSG00000123983","ACSL3","ENSG00000123983_ACSL3","protein_coding","chr2",222860942,222944639,"+",0.302461669096724,7.6972832521238,0.175224384295895,0.472909690900078,"Not_significant"
"ENSG00000100410","PHF5A","ENSG00000100410_PHF5A","protein_coding","chr22",41459717,41468692,"-",-0.345597933995158,5.6374169525091,0.175325946060326,0.473012488621559,"Not_significant"
"ENSG00000169604","ANTXR1","ENSG00000169604_ANTXR1","protein_coding","chr2",69013176,69249327,"+",0.324988600423958,5.70575971015431,0.175327869762809,0.473012488621559,"Not_significant"
"ENSG00000135069","PSAT1","ENSG00000135069_PSAT1","protein_coding","chr9",78297125,78330093,"+",0.487484865049984,6.48975912326,0.17537449112207,0.473050044484779,"Not_significant"
"ENSG00000110925","CSRNP2","ENSG00000110925_CSRNP2","protein_coding","chr12",51061205,51083664,"-",0.325665543003209,5.52015841503053,0.175412634831174,0.473064723241566,"Not_significant"
"ENSG00000139921","TMX1","ENSG00000139921_TMX1","protein_coding","chr14",51240162,51257655,"+",-0.325329721240682,5.59874116175343,0.17545073611728,0.473079282138411,"Not_significant"
"ENSG00000196275","GTF2IRD2","ENSG00000196275_GTF2IRD2","protein_coding","chr7",74796151,74851605,"-",-0.727656158721205,1.02427489054357,0.175508759228624,0.473127765831562,"Not_significant"
"ENSG00000175048","ZDHHC14","ENSG00000175048_ZDHHC14","protein_coding","chr6",157381133,157678157,"+",-0.430661719501746,3.93024374550447,0.175562916685301,0.473127765831562,"Not_significant"
"ENSG00000130714","POMT1","ENSG00000130714_POMT1","protein_coding","chr9",131502789,131523806,"+",0.367881129357988,4.89155815140045,0.175566835820809,0.473127765831562,"Not_significant"
"ENSG00000213463","SYNJ2BP","ENSG00000213463_SYNJ2BP","protein_coding","chr14",70366499,70417090,"-",0.368308911023282,4.61234436462487,0.175661473501488,0.473294631341502,"Not_significant"
"ENSG00000181704","YIPF6","ENSG00000181704_YIPF6","protein_coding","chrX",68498562,68537282,"+",-0.325189937840264,5.42882548605102,0.175757266170977,0.473419392162393,"Not_significant"
"ENSG00000153339","TRAPPC8","ENSG00000153339_TRAPPC8","protein_coding","chr18",31829197,31953136,"-",-0.327833492602267,5.60945220490209,0.175773230699863,0.473419392162393,"Not_significant"
"ENSG00000163697","APBB2","ENSG00000163697_APBB2","protein_coding","chr4",40810027,41216714,"-",0.338774606858895,6.04708848429565,0.17595369985692,0.473810809290883,"Not_significant"
"ENSG00000204576","PRR3","ENSG00000204576_PRR3","protein_coding","chr6",30557280,30563723,"+",-0.459137902150824,3.7004525364942,0.175984064587302,0.473810809290883,"Not_significant"
"ENSG00000173269","MMRN2","ENSG00000173269_MMRN2","protein_coding","chr10",86935540,86969481,"-",0.725315625806381,1.4092531488483,0.176107608089779,0.474055202572895,"Not_significant"
"ENSG00000170485","NPAS2","ENSG00000170485_NPAS2","protein_coding","chr2",100820139,100996829,"+",-0.41874807284727,4.19091460542774,0.176179542633682,0.474160607207227,"Not_significant"
"ENSG00000064012","CASP8","ENSG00000064012_CASP8","protein_coding","chr2",201233443,201361836,"+",-0.362027130260949,4.70763102861269,0.176253290045996,0.474270850782249,"Not_significant"
"ENSG00000213593","TMX2","ENSG00000213593_TMX2","protein_coding","chr11",57712580,57742987,"+",-0.307305908264764,6.67450696171656,0.176329741047946,0.474316625786775,"Not_significant"
"ENSG00000167840","ZNF232","ENSG00000167840_ZNF232","protein_coding","chr17",5105269,5123162,"-",-0.534030099750419,2.56392677868392,0.176349291044553,0.474316625786775,"Not_significant"
"ENSG00000131127","ZNF141","ENSG00000131127_ZNF141","protein_coding","chr4",337814,384868,"+",-0.520978919707049,2.66234815979248,0.176368666535812,0.474316625786775,"Not_significant"
"ENSG00000104907","TRMT1","ENSG00000104907_TRMT1","protein_coding","chr19",13104902,13117567,"-",-0.303573227167942,6.3568470228956,0.176496287810914,0.474485487197359,"Not_significant"
"ENSG00000104723","TUSC3","ENSG00000104723_TUSC3","protein_coding","chr8",15417215,15766649,"+",-0.307526314029878,6.92835674015736,0.176497055620696,0.474485487197359,"Not_significant"
"ENSG00000173542","MOB1B","ENSG00000173542_MOB1B","protein_coding","chr4",70902326,71022449,"+",-0.335703851580459,5.26409180140111,0.176554220047307,0.474550974954356,"Not_significant"
"ENSG00000176928","GCNT4","ENSG00000176928_GCNT4","protein_coding","chr5",75025346,75052558,"-",0.74367841988281,0.886435861193963,0.176592316515586,0.474565196120095,"Not_significant"
"ENSG00000165782","PIP4P1","ENSG00000165782_PIP4P1","protein_coding","chr14",20457681,20461465,"-",0.331845400720074,5.48165065474516,0.176695765064506,0.474755003236097,"Not_significant"
"ENSG00000266967","AARSD1","ENSG00000266967_AARSD1","protein_coding","chr17",42950526,42964498,"-",-0.872673834930351,-0.0856105341621519,0.176779490617093,0.47489175696692,"Not_significant"
"ENSG00000181035","SLC25A42","ENSG00000181035_SLC25A42","protein_coding","chr19",19063994,19113030,"+",0.419726867161328,3.92296991615481,0.176814927458498,0.474898763574942,"Not_significant"
"ENSG00000156239","N6AMT1","ENSG00000156239_N6AMT1","protein_coding","chr21",28872191,28885371,"-",-0.512694029009347,2.88451640404355,0.176850262958602,0.474905495444428,"Not_significant"
"ENSG00000103187","COTL1","ENSG00000103187_COTL1","protein_coding","chr16",84565596,84618078,"-",-0.311977095443655,7.99349239935161,0.176982051205122,0.475171186476112,"Not_significant"
"ENSG00000154134","ROBO3","ENSG00000154134_ROBO3","protein_coding","chr11",124865432,124881471,"+",0.435339674253433,4.99623394357957,0.17703314911238,0.475220177223917,"Not_significant"
"ENSG00000105401","CDC37","ENSG00000105401_CDC37","protein_coding","chr19",10391133,10420121,"-",-0.316248621091952,8.03347080358133,0.177118054383903,0.475359883992124,"Not_significant"
"ENSG00000139197","PEX5","ENSG00000139197_PEX5","protein_coding","chr12",7188685,7218574,"+",0.336652276073761,5.93065813444666,0.177215822074149,0.475534053445492,"Not_significant"
"ENSG00000133863","TEX15","ENSG00000133863_TEX15","protein_coding","chr8",30831544,30913008,"-",-0.710751263974031,0.825330222769301,0.177407988818307,0.475840102196928,"Not_significant"
"ENSG00000203791","EEF1AKMT2","ENSG00000203791_EEF1AKMT2","protein_coding","chr10",124748149,124791887,"-",-0.657501242388944,1.74350376531405,0.177444403702135,0.475840102196928,"Not_significant"
"ENSG00000101210","EEF1A2","ENSG00000101210_EEF1A2","protein_coding","chr20",63488013,63499239,"-",0.320718329931122,7.51734948163988,0.177454218935962,0.475840102196928,"Not_significant"
"ENSG00000159110","IFNAR2","ENSG00000159110_IFNAR2","protein_coding","chr21",33205282,33265675,"+",0.542026808706961,2.62507949621956,0.177461451082015,0.475840102196928,"Not_significant"
"ENSG00000128908","INO80","ENSG00000128908_INO80","protein_coding","chr15",40978880,41116280,"-",-0.323835979003639,5.71845825298792,0.177502202689351,0.475861168292096,"Not_significant"
"ENSG00000215305","VPS16","ENSG00000215305_VPS16","protein_coding","chr20",2840703,2866732,"+",0.338091339474123,5.2573279758356,0.177643224989373,0.476150989938163,"Not_significant"
"ENSG00000173531","MST1","ENSG00000173531_MST1","protein_coding","chr3",49683947,49689501,"-",0.679704552857347,2.67738785272616,0.177716065271339,0.476190185666844,"Not_significant"
"ENSG00000127528","KLF2","ENSG00000127528_KLF2","protein_coding","chr19",16324826,16328685,"+",0.929152175608794,0.277284393373641,0.17774200793092,0.476190185666844,"Not_significant"
"ENSG00000175395","ZNF25","ENSG00000175395_ZNF25","protein_coding","chr10",37949573,37976647,"-",-0.640641262054809,2.09529863160114,0.177756601866512,0.476190185666844,"Not_significant"
"ENSG00000115484","CCT4","ENSG00000115484_CCT4","protein_coding","chr2",61868085,61888671,"-",-0.329340165594444,8.29732677421747,0.177961898754466,0.476587820457324,"Not_significant"
"ENSG00000070614","NDST1","ENSG00000070614_NDST1","protein_coding","chr5",150485818,150558211,"+",0.35271130030137,7.16860878721506,0.177970925349818,0.476587820457324,"Not_significant"
"ENSG00000178585","CTNNBIP1","ENSG00000178585_CTNNBIP1","protein_coding","chr1",9848276,9910336,"-",-0.317131324482476,5.68737044290657,0.178052536047388,0.476631520945219,"Not_significant"
"ENSG00000113391","ARB2A","ENSG00000113391_ARB2A","protein_coding","chr5",93617725,94111699,"-",-0.512588144487273,3.24264106412954,0.178057563374874,0.476631520945219,"Not_significant"
"ENSG00000135723","FHOD1","ENSG00000135723_FHOD1","protein_coding","chr16",67229387,67247481,"-",-0.311318214300127,6.66694484356551,0.178086089500132,0.476631520945219,"Not_significant"
"ENSG00000085871","MGST2","ENSG00000085871_MGST2","protein_coding","chr4",139665768,139740745,"+",-0.359039666082592,4.78090379561939,0.178185931115124,0.476809202286009,"Not_significant"
"ENSG00000141458","NPC1","ENSG00000141458_NPC1","protein_coding","chr18",23506184,23586506,"-",0.428583655986018,6.87129311615685,0.17821839878062,0.476809202286009,"Not_significant"
"ENSG00000109046","WSB1","ENSG00000109046_WSB1","protein_coding","chr17",27294076,27315926,"+",-0.337623682833357,6.24122505432854,0.178253385879982,0.476814622806918,"Not_significant"
"ENSG00000074201","CLNS1A","ENSG00000074201_CLNS1A","protein_coding","chr11",77514936,77637794,"-",-0.302405396528491,6.65290850490117,0.178464296297846,0.477290536188692,"Not_significant"
"ENSG00000130811","EIF3G","ENSG00000130811_EIF3G","protein_coding","chr19",10115014,10119918,"-",-0.307796889730361,7.37976025503865,0.178637771034469,0.477586254736909,"Not_significant"
"ENSG00000103275","UBE2I","ENSG00000103275_UBE2I","protein_coding","chr16",1291444,1327018,"+",-0.324066717183456,6.9984704383564,0.178662679382283,0.477586254736909,"Not_significant"
"ENSG00000116273","PHF13","ENSG00000116273_PHF13","protein_coding","chr1",6613731,6624030,"+",0.326410766736824,5.48901916411261,0.178673911975401,0.477586254736909,"Not_significant"
"ENSG00000174136","RGMB","ENSG00000174136_RGMB","protein_coding","chr5",98768650,98798643,"+",-0.38820250667044,4.56628382055692,0.178750464621953,0.477661122576897,"Not_significant"
"ENSG00000143624","INTS3","ENSG00000143624_INTS3","protein_coding","chr1",153728050,153774808,"+",0.342253965718077,6.49842311564298,0.178767960571776,0.477661122576897,"Not_significant"
"ENSG00000164142","FHIP1A","ENSG00000164142_FHIP1A","protein_coding","chr4",151409176,151670503,"+",0.39911511084929,4.72441236163056,0.17888970031248,0.477898135682426,"Not_significant"
"ENSG00000224078","SNHG14","ENSG00000224078_SNHG14","lncRNA","chr15",24978583,25420336,"+",-0.321826982494368,5.43639910099721,0.178983550170147,0.478039413464311,"Not_significant"
"ENSG00000163975","MELTF","ENSG00000163975_MELTF","protein_coding","chr3",196980590,197029835,"-",0.717375443233249,0.968667084343795,0.179035810530452,0.478039413464311,"Not_significant"
"ENSG00000158716","DUSP23","ENSG00000158716_DUSP23","protein_coding","chr1",159780932,159782543,"+",0.425706702094009,4.15939465840971,0.179066405148542,0.478039413464311,"Not_significant"
"ENSG00000112852","PCDHB2","ENSG00000112852_PCDHB2","protein_coding","chr5",141094606,141098703,"+",0.657911935924972,1.26686290057291,0.179074767148009,0.478039413464311,"Not_significant"
"ENSG00000018189","RUFY3","ENSG00000018189_RUFY3","protein_coding","chr4",70704204,70808619,"+",-0.350389717483665,4.75518229630639,0.179142909651702,0.478133086904341,"Not_significant"
"ENSG00000278662","GOLGA6L10","ENSG00000278662_GOLGA6L10","protein_coding","chr15",82339993,82349475,"-",-0.876342738404414,-0.0997310361665296,0.179224285248834,0.478262038444868,"Not_significant"
"ENSG00000261526","ENSG00000261526","ENSG00000261526_ENSG00000261526","lncRNA","chr19",1874516,1876204,"-",-0.642140731069981,1.65764870353476,0.179350663501929,0.478384426164971,"Not_significant"
"ENSG00000260941","LINC00622","ENSG00000260941_LINC00622","lncRNA","chr1",119597702,119599271,"-",0.810396906646792,0.53309321294703,0.179367991941652,0.478384426164971,"Not_significant"
"ENSG00000287737","ENSG00000287737","ENSG00000287737_ENSG00000287737","lncRNA","chr17",82273748,82279645,"+",0.826090685078453,0.0456406219957861,0.179369357632988,0.478384426164971,"Not_significant"
"ENSG00000154767","XPC","ENSG00000154767_XPC","protein_coding","chr3",14145147,14178621,"-",-0.332964209079001,5.49344158253376,0.179444650872163,0.478497017422435,"Not_significant"
"ENSG00000128298","BAIAP2L2","ENSG00000128298_BAIAP2L2","protein_coding","chr22",38084652,38111015,"-",-0.41597543873583,4.11046979765086,0.179517949058501,0.478520694779772,"Not_significant"
"ENSG00000125611","CHCHD5","ENSG00000125611_CHCHD5","protein_coding","chr2",112584240,112589275,"+",-0.423944807950515,4.10656220914326,0.179519688273871,0.478520694779772,"Not_significant"
"ENSG00000110328","GALNT18","ENSG00000110328_GALNT18","protein_coding","chr11",11270877,11622005,"-",-0.610218624515489,1.66102014853451,0.179565959485052,0.478555852968084,"Not_significant"
"ENSG00000278768","BACE1-AS","ENSG00000278768_BACE1-AS","lncRNA","chr11",117288453,117293578,"+",0.533537080464249,2.46098633359933,0.179719985195103,0.478878118591335,"Not_significant"
"ENSG00000116667","C1orf21","ENSG00000116667_C1orf21","protein_coding","chr1",184387029,184629019,"+",-0.386793485212135,4.32357803131871,0.179794363633438,0.478937283570881,"Not_significant"
"ENSG00000232119","MCTS1","ENSG00000232119_MCTS1","protein_coding","chrX",120594010,120621159,"+",-0.319523814985891,5.48656824471177,0.179822218687306,0.478937283570881,"Not_significant"
"ENSG00000176720","BOK","ENSG00000176720_BOK","protein_coding","chr2",241551424,241574131,"+",-0.381357394162825,5.80247876395182,0.179841512813288,0.478937283570881,"Not_significant"
"ENSG00000198836","OPA1","ENSG00000198836_OPA1","protein_coding","chr3",193593144,193697811,"+",-0.317461794001409,6.93667833291116,0.17989317779258,0.478946955758574,"Not_significant"
"ENSG00000276900","ENSG00000276900","ENSG00000276900_ENSG00000276900","lncRNA","chr12",31729117,31731204,"+",0.773231232302948,0.53670412198529,0.179911361647456,0.478946955758574,"Not_significant"
"ENSG00000146457","WTAP","ENSG00000146457_WTAP","protein_coding","chr6",159725585,159756319,"+",-0.302802248807101,6.54105057033349,0.179983439165088,0.478948759443344,"Not_significant"
"ENSG00000109705","NKX3-2","ENSG00000109705_NKX3-2","protein_coding","chr4",13540830,13544508,"-",0.618843357462991,1.68398709098182,0.180030777958331,0.478948759443344,"Not_significant"
"ENSG00000090316","MAEA","ENSG00000090316_MAEA","protein_coding","chr4",1289887,1340147,"+",-0.335917911435693,6.46053362339004,0.180033280056176,0.478948759443344,"Not_significant"
