"Geneid","GeneName","NewName","GeneType","chr","start","end","strand","9_SC1","10_Ssh1","11_SC2","12_Ssh2"
"ENSG00000136444","RSAD1","ENSG00000136444_RSAD1","protein_coding","chr17",50478860,50485974,"+",1722,999,1141,1299
"ENSG00000136448","NMT1","ENSG00000136448_NMT1","protein_coding","chr17",44957992,45109016,"+",5041,3266,3259,4202
"ENSG00000136450","SRSF1","ENSG00000136450_SRSF1","protein_coding","chr17",58000919,58007346,"-",2332,650,1016,862
"ENSG00000136451","VEZF1","ENSG00000136451_VEZF1","protein_coding","chr17",57971547,57988259,"-",1260,729,662,1286
"ENSG00000136463","TACO1","ENSG00000136463_TACO1","protein_coding","chr17",63600882,63608365,"+",1031,810,676,916
"ENSG00000136478","TEX2","ENSG00000136478_TEX2","protein_coding","chr17",64147227,64263260,"-",2669,1247,1226,1498
"ENSG00000136485","DCAF7","ENSG00000136485_DCAF7","protein_coding","chr17",63550222,63594286,"+",4839,3270,2272,4175
"ENSG00000136490","LIMD2","ENSG00000136490_LIMD2","protein_coding","chr17",63695888,63701172,"-",16,77,43,73
"ENSG00000136492","BRIP1","ENSG00000136492_BRIP1","protein_coding","chr17",61679139,61863559,"-",607,165,230,184
"ENSG00000136504","KAT7","ENSG00000136504_KAT7","protein_coding","chr17",49788624,49835026,"+",1752,918,1024,1490
"ENSG00000136518","ACTL6A","ENSG00000136518_ACTL6A","protein_coding","chr3",179562886,179588407,"+",3479,1368,1817,2133
"ENSG00000136521","NDUFB5","ENSG00000136521_NDUFB5","protein_coding","chr3",179604690,179627647,"+",1717,1177,908,1346
"ENSG00000136522","MRPL47","ENSG00000136522_MRPL47","protein_coding","chr3",179588285,179604649,"-",1567,924,1024,1287
"ENSG00000136527","TRA2B","ENSG00000136527_TRA2B","protein_coding","chr3",185914558,185938103,"-",5990,2483,3517,3172
"ENSG00000136531","SCN2A","ENSG00000136531_SCN2A","protein_coding","chr2",165194993,165392310,"+",79,77,53,74
"ENSG00000136536","MARCHF7","ENSG00000136536_MARCHF7","protein_coding","chr2",159712457,159771027,"+",2448,1552,1258,2142
"ENSG00000136560","TANK","ENSG00000136560_TANK","protein_coding","chr2",161136908,161236230,"+",669,649,421,870
"ENSG00000136574","GATA4","ENSG00000136574_GATA4","protein_coding","chr8",11676959,11760002,"+",987,756,658,1063
"ENSG00000136603","SKIL","ENSG00000136603_SKIL","protein_coding","chr3",170357342,170396835,"+",405,413,228,649
"ENSG00000136628","EPRS1","ENSG00000136628_EPRS1","protein_coding","chr1",219968600,220046530,"-",5949,3819,3778,5527
"ENSG00000136630","HLX","ENSG00000136630_HLX","protein_coding","chr1",220879431,220885059,"+",34,25,43,51
"ENSG00000136631","VPS45","ENSG00000136631_VPS45","protein_coding","chr1",150067279,150145329,"+",1542,995,953,1046
"ENSG00000136636","KCTD3","ENSG00000136636_KCTD3","protein_coding","chr1",215567304,215621807,"+",3347,1464,1556,1703
"ENSG00000136643","RPS6KC1","ENSG00000136643_RPS6KC1","protein_coding","chr1",213051233,213274774,"+",545,456,378,539
"ENSG00000136682","ZNG1B","ENSG00000136682_ZNG1B","protein_coding","chr2",113437691,113496204,"+",541,407,292,411
"ENSG00000136689","IL1RN","ENSG00000136689_IL1RN","protein_coding","chr2",113099315,113134016,"+",194,309,129,343
"ENSG00000136695","IL36RN","ENSG00000136695_IL36RN","protein_coding","chr2",113058638,113065382,"+",39,30,33,97
"ENSG00000136699","SMPD4","ENSG00000136699_SMPD4","protein_coding","chr2",130151392,130182750,"-",5338,2673,2768,2827
"ENSG00000136709","WDR33","ENSG00000136709_WDR33","protein_coding","chr2",127701027,127811187,"-",2981,2048,1712,2566
"ENSG00000136710","CCDC115","ENSG00000136710_CCDC115","protein_coding","chr2",130337933,130342699,"-",842,1081,478,984
"ENSG00000136715","SAP130","ENSG00000136715_SAP130","protein_coding","chr2",127941217,128028120,"-",1822,954,1014,1183
"ENSG00000136717","BIN1","ENSG00000136717_BIN1","protein_coding","chr2",127048027,127107288,"-",550,597,426,629
"ENSG00000136718","IMP4","ENSG00000136718_IMP4","protein_coding","chr2",130342877,130347967,"+",2811,1411,1824,2042
"ENSG00000136720","HS6ST1","ENSG00000136720_HS6ST1","protein_coding","chr2",128236716,128318868,"-",1110,1123,482,719
"ENSG00000136731","UGGT1","ENSG00000136731_UGGT1","protein_coding","chr2",128091200,128195677,"+",3830,2305,2510,3273
"ENSG00000136738","STAM","ENSG00000136738_STAM","protein_coding","chr10",17644151,17716824,"+",985,563,593,651
"ENSG00000136754","ABI1","ENSG00000136754_ABI1","protein_coding","chr10",26746593,26861087,"-",1517,950,878,1135
"ENSG00000136758","YME1L1","ENSG00000136758_YME1L1","protein_coding","chr10",27110111,27155266,"-",6381,3854,4023,5322
"ENSG00000136770","DNAJC1","ENSG00000136770_DNAJC1","protein_coding","chr10",21756548,22003769,"-",915,815,667,1023
"ENSG00000136783","NIPSNAP3A","ENSG00000136783_NIPSNAP3A","protein_coding","chr9",104747683,104760120,"+",415,347,174,340
"ENSG00000136802","LRRC8A","ENSG00000136802_LRRC8A","protein_coding","chr9",128882133,128918039,"+",2059,2445,1601,4041
"ENSG00000136807","CDK9","ENSG00000136807_CDK9","protein_coding","chr9",127785679,127790792,"+",1613,1550,1241,1416
"ENSG00000136810","TXN","ENSG00000136810_TXN","protein_coding","chr9",110243810,110256507,"-",7405,4626,5112,6487
"ENSG00000136811","ODF2","ENSG00000136811_ODF2","protein_coding","chr9",128455186,128501292,"+",3419,1045,1566,1443
"ENSG00000136813","ECPAS","ENSG00000136813_ECPAS","protein_coding","chr9",111360685,111484745,"-",5297,2739,2768,3445
"ENSG00000136816","TOR1B","ENSG00000136816_TOR1B","protein_coding","chr9",129803157,129811281,"+",584,342,396,676
"ENSG00000136819","C9orf78","ENSG00000136819_C9orf78","protein_coding","chr9",129827290,129835863,"-",1400,820,968,1516
"ENSG00000136824","SMC2","ENSG00000136824_SMC2","protein_coding","chr9",104094260,104141419,"+",2313,645,930,827
"ENSG00000136826","KLF4","ENSG00000136826_KLF4","protein_coding","chr9",107484852,107490482,"-",381,275,356,1203
"ENSG00000136827","TOR1A","ENSG00000136827_TOR1A","protein_coding","chr9",129812942,129824244,"-",791,592,556,890
"ENSG00000136828","RALGPS1","ENSG00000136828_RALGPS1","protein_coding","chr9",126914774,127223166,"+",59,77,60,35
"ENSG00000136830","NIBAN2","ENSG00000136830_NIBAN2","protein_coding","chr9",127505339,127578989,"-",5592,4715,5305,8996
"ENSG00000136840","ST6GALNAC4","ENSG00000136840_ST6GALNAC4","protein_coding","chr9",127907886,127917041,"-",767,615,553,638
"ENSG00000136842","TMOD1","ENSG00000136842_TMOD1","protein_coding","chr9",97501180,97601743,"+",17,41,9,33
"ENSG00000136848","DAB2IP","ENSG00000136848_DAB2IP","protein_coding","chr9",121567057,121785530,"+",1287,1369,599,1167
"ENSG00000136854","STXBP1","ENSG00000136854_STXBP1","protein_coding","chr9",127579370,127696027,"+",738,676,441,954
"ENSG00000136856","SLC2A8","ENSG00000136856_SLC2A8","protein_coding","chr9",127397138,127408424,"+",328,318,248,299
"ENSG00000136861","CDK5RAP2","ENSG00000136861_CDK5RAP2","protein_coding","chr9",120388875,120580170,"-",2275,980,1116,1294
"ENSG00000136867","SLC31A2","ENSG00000136867_SLC31A2","protein_coding","chr9",113150976,113164140,"+",652,501,304,365
"ENSG00000136868","SLC31A1","ENSG00000136868_SLC31A1","protein_coding","chr9",113221544,113264492,"+",2395,1890,1416,2849
"ENSG00000136870","ZNF189","ENSG00000136870_ZNF189","protein_coding","chr9",101398851,101410660,"+",181,107,77,63
"ENSG00000136874","STX17","ENSG00000136874_STX17","protein_coding","chr9",99906654,99974534,"+",1241,750,638,954
"ENSG00000136875","PRPF4","ENSG00000136875_PRPF4","protein_coding","chr9",113275642,113294009,"+",3251,1311,1619,1907
"ENSG00000136877","FPGS","ENSG00000136877_FPGS","protein_coding","chr9",127794597,127814327,"+",1508,782,1042,636
"ENSG00000136878","USP20","ENSG00000136878_USP20","protein_coding","chr9",129834698,129881828,"+",860,625,658,1107
"ENSG00000136883","KIF12","ENSG00000136883_KIF12","protein_coding","chr9",114086126,114099292,"-",55,180,48,100
"ENSG00000136888","ATP6V1G1","ENSG00000136888_ATP6V1G1","protein_coding","chr9",114587706,114598915,"+",3145,2359,2011,2802
"ENSG00000136891","TEX10","ENSG00000136891_TEX10","protein_coding","chr9",100302077,100352942,"-",1601,829,879,1366
"ENSG00000136895","GARNL3","ENSG00000136895_GARNL3","protein_coding","chr9",127224265,127393660,"+",39,27,40,25
"ENSG00000136897","MRPL50","ENSG00000136897_MRPL50","protein_coding","chr9",101387633,101398618,"-",1389,734,760,1120
"ENSG00000136908","DPM2","ENSG00000136908_DPM2","protein_coding","chr9",127935099,127937854,"-",1669,1367,1063,1489
"ENSG00000136925","TSTD2","ENSG00000136925_TSTD2","protein_coding","chr9",97600080,97633368,"-",668,535,373,678
"ENSG00000136930","PSMB7","ENSG00000136930_PSMB7","protein_coding","chr9",124353465,124415444,"-",4226,2668,3013,3422
"ENSG00000136932","TRMO","ENSG00000136932_TRMO","protein_coding","chr9",97904489,97922500,"-",364,202,194,228
"ENSG00000136933","RABEPK","ENSG00000136933_RABEPK","protein_coding","chr9",125200542,125234161,"+",1674,771,1060,1238
"ENSG00000136935","GOLGA1","ENSG00000136935_GOLGA1","protein_coding","chr9",124878275,124948492,"-",1138,632,610,620
"ENSG00000136936","XPA","ENSG00000136936_XPA","protein_coding","chr9",97674909,97697340,"-",255,247,189,283
"ENSG00000136937","NCBP1","ENSG00000136937_NCBP1","protein_coding","chr9",97633668,97673748,"+",2922,1117,1318,1384
"ENSG00000136938","ANP32B","ENSG00000136938_ANP32B","protein_coding","chr9",97983341,98015943,"+",464,287,291,550
"ENSG00000136940","PDCL","ENSG00000136940_PDCL","protein_coding","chr9",122798389,122828588,"-",680,391,310,544
"ENSG00000136942","RPL35","ENSG00000136942_RPL35","protein_coding","chr9",124857880,124861981,"-",17475,11715,12477,14963
"ENSG00000136943","CTSV","ENSG00000136943_CTSV","protein_coding","chr9",97029677,97156556,"-",1064,603,489,715
"ENSG00000136944","LMX1B","ENSG00000136944_LMX1B","protein_coding","chr9",126613928,126701032,"+",249,322,192,356
"ENSG00000136950","ARPC5L","ENSG00000136950_ARPC5L","protein_coding","chr9",124862130,124877733,"+",2247,1448,1209,2175
"ENSG00000136982","DSCC1","ENSG00000136982_DSCC1","protein_coding","chr8",119833976,119855894,"-",2442,602,1047,958
"ENSG00000136986","DERL1","ENSG00000136986_DERL1","protein_coding","chr8",123013170,123042302,"-",4444,3064,2949,3636
"ENSG00000136997","MYC","ENSG00000136997_MYC","protein_coding","chr8",127735434,127742951,"+",4927,3480,2802,4897
"ENSG00000136999","CCN3","ENSG00000136999_CCN3","protein_coding","chr8",119416446,119424434,"+",245,170,141,485
"ENSG00000137038","DMAC1","ENSG00000137038_DMAC1","protein_coding","chr9",7796500,7888380,"-",853,546,438,776
"ENSG00000137040","RANBP6","ENSG00000137040_RANBP6","protein_coding","chr9",6011025,6015625,"-",958,448,399,443
"ENSG00000137054","POLR1E","ENSG00000137054_POLR1E","protein_coding","chr9",37485948,37503697,"+",1080,431,653,573
"ENSG00000137055","PLAA","ENSG00000137055_PLAA","protein_coding","chr9",26903372,26947242,"-",1645,944,953,1243
"ENSG00000137070","IL11RA","ENSG00000137070_IL11RA","protein_coding","chr9",34652162,34661902,"+",314,242,139,221
"ENSG00000137073","UBAP2","ENSG00000137073_UBAP2","protein_coding","chr9",33921693,34049388,"-",2893,1524,1369,1905
"ENSG00000137074","APTX","ENSG00000137074_APTX","protein_coding","chr9",32886601,33025130,"-",1448,895,907,1411
"ENSG00000137075","RNF38","ENSG00000137075_RNF38","protein_coding","chr9",36336396,36487548,"-",610,471,316,610
"ENSG00000137076","TLN1","ENSG00000137076_TLN1","protein_coding","chr9",35696948,35732195,"-",9982,6065,5860,7523
"ENSG00000137094","DNAJB5","ENSG00000137094_DNAJB5","protein_coding","chr9",34989641,34998900,"+",555,485,570,629
"ENSG00000137100","DCTN3","ENSG00000137100_DCTN3","protein_coding","chr9",34613545,34620523,"-",1602,1140,910,1066
"ENSG00000137103","TMEM8B","ENSG00000137103_TMEM8B","protein_coding","chr9",35814451,35865518,"+",314,565,151,425
"ENSG00000137106","GRHPR","ENSG00000137106_GRHPR","protein_coding","chr9",37422666,37436990,"+",2961,2929,1929,2410
"ENSG00000137124","ALDH1B1","ENSG00000137124_ALDH1B1","protein_coding","chr9",38392702,38398661,"+",1778,1198,1022,1313
"ENSG00000137135","ARHGEF39","ENSG00000137135_ARHGEF39","protein_coding","chr9",35658875,35675866,"-",875,139,303,202
"ENSG00000137145","DENND4C","ENSG00000137145_DENND4C","protein_coding","chr9",19230435,19374281,"+",1146,710,453,1067
"ENSG00000137154","RPS6","ENSG00000137154_RPS6","protein_coding","chr9",19375715,19380236,"-",34251,23480,23056,26731
"ENSG00000137161","CNPY3","ENSG00000137161_CNPY3","protein_coding","chr6",42929480,42939294,"+",1720,2242,1367,2255
"ENSG00000137166","FOXP4","ENSG00000137166_FOXP4","protein_coding","chr6",41546381,41602384,"+",1467,1093,867,1398
"ENSG00000137168","PPIL1","ENSG00000137168_PPIL1","protein_coding","chr6",36854827,36874803,"-",4067,1836,2473,2665
"ENSG00000137171","KLC4","ENSG00000137171_KLC4","protein_coding","chr6",43040777,43075095,"+",693,1187,521,1118
"ENSG00000137177","KIF13A","ENSG00000137177_KIF13A","protein_coding","chr6",17759183,17987635,"-",2405,1653,1075,1750
"ENSG00000137185","ZSCAN9","ENSG00000137185_ZSCAN9","protein_coding","chr6",28224886,28233487,"+",533,420,342,524
"ENSG00000137193","PIM1","ENSG00000137193_PIM1","protein_coding","chr6",37170152,37175428,"+",1818,944,1302,1605
"ENSG00000137198","GMPR","ENSG00000137198_GMPR","protein_coding","chr6",16238587,16295549,"+",55,91,40,90
"ENSG00000137200","CMTR1","ENSG00000137200_CMTR1","protein_coding","chr6",37433219,37482827,"+",2827,2454,1779,3119
"ENSG00000137203","TFAP2A","ENSG00000137203_TFAP2A","protein_coding","chr6",10393186,10419659,"-",3673,3079,2588,3529
"ENSG00000137207","YIPF3","ENSG00000137207_YIPF3","protein_coding","chr6",43511832,43516985,"-",3216,3115,2148,3128
"ENSG00000137210","TMEM14B","ENSG00000137210_TMEM14B","protein_coding","chr6",10747759,10852753,"+",2341,971,1297,1005
"ENSG00000137216","TMEM63B","ENSG00000137216_TMEM63B","protein_coding","chr6",44126914,44155519,"+",2698,3502,1732,2946
"ENSG00000137218","FRS3","ENSG00000137218_FRS3","protein_coding","chr6",41770176,41786542,"-",183,222,139,232
"ENSG00000137221","TJAP1","ENSG00000137221_TJAP1","protein_coding","chr6",43477523,43506556,"+",1864,2264,1419,1792
"ENSG00000137266","SLC22A23","ENSG00000137266_SLC22A23","protein_coding","chr6",3268962,3457050,"-",655,939,311,779
"ENSG00000137267","TUBB2A","ENSG00000137267_TUBB2A","protein_coding","chr6",3153497,3157544,"-",921,723,669,889
"ENSG00000137269","LRRC1","ENSG00000137269_LRRC1","protein_coding","chr6",53794497,53924125,"+",1871,983,1054,1519
"ENSG00000137273","FOXF2","ENSG00000137273_FOXF2","protein_coding","chr6",1389576,1395603,"+",403,351,254,664
"ENSG00000137274","BPHL","ENSG00000137274_BPHL","protein_coding","chr6",3118374,3153578,"+",524,748,296,470
"ENSG00000137275","RIPK1","ENSG00000137275_RIPK1","protein_coding","chr6",3063824,3115187,"+",1430,1197,809,1342
"ENSG00000137285","TUBB2B","ENSG00000137285_TUBB2B","protein_coding","chr6",3223324,3231730,"-",140,141,103,232
"ENSG00000137288","UQCC2","ENSG00000137288_UQCC2","protein_coding","chr6",33694293,33711727,"-",3217,2208,1889,2172
"ENSG00000137309","HMGA1","ENSG00000137309_HMGA1","protein_coding","chr6",34236873,34246231,"+",50088,26142,31411,34582
"ENSG00000137310","TCF19","ENSG00000137310_TCF19","protein_coding","chr6",31158331,31167159,"+",3664,997,1539,1189
"ENSG00000137312","FLOT1","ENSG00000137312_FLOT1","protein_coding","chr6",30727709,30742732,"-",4639,5339,3585,6000
"ENSG00000137331","IER3","ENSG00000137331_IER3","protein_coding","chr6",30743199,30744548,"-",3292,4249,5340,6497
"ENSG00000137337","MDC1","ENSG00000137337_MDC1","protein_coding","chr6",30699807,30717447,"-",3957,1720,1808,2327
"ENSG00000137338","PGBD1","ENSG00000137338_PGBD1","protein_coding","chr6",28281572,28302549,"+",527,420,338,533
"ENSG00000137343","ATAT1","ENSG00000137343_ATAT1","protein_coding","chr6",30626842,30646823,"+",308,267,193,351
"ENSG00000137364","TPMT","ENSG00000137364_TPMT","protein_coding","chr6",18128311,18155077,"-",1269,975,839,880
"ENSG00000137393","RNF144B","ENSG00000137393_RNF144B","protein_coding","chr6",18387350,18468870,"+",732,1132,693,1082
"ENSG00000137404","NRM","ENSG00000137404_NRM","protein_coding","chr6",30688047,30691420,"-",1486,567,730,582
"ENSG00000137409","MTCH1","ENSG00000137409_MTCH1","protein_coding","chr6",36965807,36986298,"-",11833,10469,7049,12400
"ENSG00000137411","VARS2","ENSG00000137411_VARS2","protein_coding","chr6",30914205,30926459,"+",2064,1654,1222,1428
"ENSG00000137413","TAF8","ENSG00000137413_TAF8","protein_coding","chr6",42050513,42087461,"+",1271,949,746,1325
"ENSG00000137414","FAM8A1","ENSG00000137414_FAM8A1","protein_coding","chr6",17600302,17611719,"+",1571,2098,1084,2339
"ENSG00000137434","C6orf52","ENSG00000137434_C6orf52","protein_coding","chr6",10671418,10694797,"-",73,26,39,21
"ENSG00000137440","FGFBP1","ENSG00000137440_FGFBP1","protein_coding","chr4",15935577,15938740,"-",4880,8895,5643,11975
"ENSG00000137449","CPEB2","ENSG00000137449_CPEB2","protein_coding","chr4",15002481,15070153,"+",275,267,235,353
"ENSG00000137460","FHDC1","ENSG00000137460_FHDC1","protein_coding","chr4",152936323,152979671,"+",449,286,241,427
"ENSG00000137462","TLR2","ENSG00000137462_TLR2","protein_coding","chr4",153684050,153706260,"+",16,23,15,91
"ENSG00000137474","MYO7A","ENSG00000137474_MYO7A","protein_coding","chr11",77128246,77215241,"+",110,294,92,206
"ENSG00000137478","FCHSD2","ENSG00000137478_FCHSD2","protein_coding","chr11",72836745,73142318,"-",879,757,543,889
"ENSG00000137486","ARRB1","ENSG00000137486_ARRB1","protein_coding","chr11",75260122,75351705,"-",593,397,309,356
"ENSG00000137492","THAP12","ENSG00000137492_THAP12","protein_coding","chr11",76349898,76381132,"-",3014,1390,1606,2098
"ENSG00000137494","ANKRD42","ENSG00000137494_ANKRD42","protein_coding","chr11",83193712,83260694,"+",415,341,320,497
"ENSG00000137496","IL18BP","ENSG00000137496_IL18BP","protein_coding","chr11",71998613,72007315,"+",186,106,118,131
"ENSG00000137497","NUMA1","ENSG00000137497_NUMA1","protein_coding","chr11",72002864,72080693,"-",9238,6177,4993,5899
"ENSG00000137500","CCDC90B","ENSG00000137500_CCDC90B","protein_coding","chr11",83259081,83286390,"-",988,593,530,606
"ENSG00000137502","RAB30","ENSG00000137502_RAB30","protein_coding","chr11",82973133,83071923,"-",154,175,57,190
"ENSG00000137504","CREBZF","ENSG00000137504_CREBZF","protein_coding","chr11",85657742,85682908,"-",1581,1057,822,1161
"ENSG00000137509","PRCP","ENSG00000137509_PRCP","protein_coding","chr11",82822936,82970584,"-",1963,2249,1319,2512
"ENSG00000137513","NARS2","ENSG00000137513_NARS2","protein_coding","chr11",78435620,78575194,"-",1074,593,576,751
"ENSG00000137522","RNF121","ENSG00000137522_RNF121","protein_coding","chr11",71929018,71997597,"+",683,534,376,509
"ENSG00000137547","MRPL15","ENSG00000137547_MRPL15","protein_coding","chr8",54135241,54148514,"+",2655,1445,1636,1888
"ENSG00000137563","GGH","ENSG00000137563_GGH","protein_coding","chr8",63014881,63039407,"-",2112,954,1060,1321
"ENSG00000137574","TGS1","ENSG00000137574_TGS1","protein_coding","chr8",55773446,55826445,"+",2070,813,907,1057
"ENSG00000137575","SDCBP","ENSG00000137575_SDCBP","protein_coding","chr8",58552924,58582859,"+",5265,4255,3416,5352
"ENSG00000137601","NEK1","ENSG00000137601_NEK1","protein_coding","chr4",169369704,169612632,"-",344,185,139,173
"ENSG00000137628","DDX60","ENSG00000137628_DDX60","protein_coding","chr4",168216291,168318883,"-",370,346,141,597
"ENSG00000137642","SORL1","ENSG00000137642_SORL1","protein_coding","chr11",121452314,121633763,"+",1516,1030,765,1404
"ENSG00000137648","TMPRSS4","ENSG00000137648_TMPRSS4","protein_coding","chr11",118077012,118125510,"+",68,53,26,107
"ENSG00000137656","BUD13","ENSG00000137656_BUD13","protein_coding","chr11",116748170,116772987,"-",1137,529,629,744
"ENSG00000137692","DCUN1D5","ENSG00000137692_DCUN1D5","protein_coding","chr11",103050686,103092194,"-",2471,1508,1559,2113
"ENSG00000137693","YAP1","ENSG00000137693_YAP1","protein_coding","chr11",102110447,102233424,"+",4894,3128,2698,4065
"ENSG00000137699","TRIM29","ENSG00000137699_TRIM29","protein_coding","chr11",120111286,120185529,"-",3912,6472,2566,4744
"ENSG00000137700","SLC37A4","ENSG00000137700_SLC37A4","protein_coding","chr11",119023751,119030906,"-",1034,754,788,799
"ENSG00000137709","POU2F3","ENSG00000137709_POU2F3","protein_coding","chr11",120236640,120319945,"+",28,56,9,47
"ENSG00000137710","RDX","ENSG00000137710_RDX","protein_coding","chr11",109864295,110296712,"-",3811,2066,1711,2203
"ENSG00000137713","PPP2R1B","ENSG00000137713_PPP2R1B","protein_coding","chr11",111726908,111766389,"-",2346,950,1062,1181
"ENSG00000137714","FDX1","ENSG00000137714_FDX1","protein_coding","chr11",110429948,110464884,"+",610,409,343,463
"ENSG00000137720","CFAP68","ENSG00000137720_CFAP68","protein_coding","chr11",111878935,111885975,"+",210,134,146,108
"ENSG00000137726","FXYD6","ENSG00000137726_FXYD6","protein_coding","chr11",117836976,117877486,"-",27,58,31,63
"ENSG00000137747","TMPRSS13","ENSG00000137747_TMPRSS13","protein_coding","chr11",117900641,117929459,"-",531,476,279,562
"ENSG00000137752","CASP1","ENSG00000137752_CASP1","protein_coding","chr11",105025397,105035250,"-",358,286,268,415
"ENSG00000137760","ALKBH8","ENSG00000137760_ALKBH8","protein_coding","chr11",107502727,107565742,"-",360,168,187,238
"ENSG00000137764","MAP2K5","ENSG00000137764_MAP2K5","protein_coding","chr15",67542703,67807117,"+",374,349,237,412
"ENSG00000137767","SQOR","ENSG00000137767_SQOR","protein_coding","chr15",45631148,45691281,"+",706,392,408,515
"ENSG00000137770","CTDSPL2","ENSG00000137770_CTDSPL2","protein_coding","chr15",44427622,44529038,"+",1441,664,626,745
"ENSG00000137776","SLTM","ENSG00000137776_SLTM","protein_coding","chr15",58879050,58933679,"-",2804,1784,1627,2199
"ENSG00000137801","THBS1","ENSG00000137801_THBS1","protein_coding","chr15",39581079,39599466,"+",45968,50697,49319,79817
"ENSG00000137802","MAPKBP1","ENSG00000137802_MAPKBP1","protein_coding","chr15",41774434,41827855,"+",1431,1460,843,1161
"ENSG00000137806","NDUFAF1","ENSG00000137806_NDUFAF1","protein_coding","chr15",41387218,41409403,"-",515,310,323,322
"ENSG00000137807","KIF23","ENSG00000137807_KIF23","protein_coding","chr15",69414246,69448427,"+",6944,985,2004,1468
"ENSG00000137812","KNL1","ENSG00000137812_KNL1","protein_coding","chr15",40594020,40664342,"+",3141,440,906,811
"ENSG00000137814","HAUS2","ENSG00000137814_HAUS2","protein_coding","chr15",42548828,42569994,"+",1069,467,474,531
"ENSG00000137815","RTF1","ENSG00000137815_RTF1","protein_coding","chr15",41408408,41483563,"+",3960,2330,1899,2344
"ENSG00000137817","PARP6","ENSG00000137817_PARP6","protein_coding","chr15",72241181,72272999,"-",1091,939,739,954
"ENSG00000137818","RPLP1","ENSG00000137818_RPLP1","protein_coding","chr15",69452814,69456205,"+",26582,21562,20375,23080
"ENSG00000137819","PAQR5","ENSG00000137819_PAQR5","protein_coding","chr15",69298912,69407780,"+",244,414,190,611
"ENSG00000137821","LRRC49","ENSG00000137821_LRRC49","protein_coding","chr15",70853239,71053658,"+",158,76,94,115
"ENSG00000137822","TUBGCP4","ENSG00000137822_TUBGCP4","protein_coding","chr15",43369221,43409771,"+",2049,1292,1165,1906
"ENSG00000137824","RMDN3","ENSG00000137824_RMDN3","protein_coding","chr15",40735884,40755851,"-",1211,1000,811,1259
"ENSG00000137825","ITPKA","ENSG00000137825_ITPKA","protein_coding","chr15",41493393,41503551,"+",55,76,33,83
"ENSG00000137831","UACA","ENSG00000137831_UACA","protein_coding","chr15",70654554,70763558,"-",1498,630,785,974
"ENSG00000137834","SMAD6","ENSG00000137834_SMAD6","protein_coding","chr15",66702236,66782849,"+",9,31,5,28
"ENSG00000137841","PLCB2","ENSG00000137841_PLCB2","protein_coding","chr15",40278176,40307935,"-",45,36,30,57
"ENSG00000137842","TMEM62","ENSG00000137842_TMEM62","protein_coding","chr15",43123279,43185144,"+",598,370,338,449
"ENSG00000137843","PAK6","ENSG00000137843_PAK6","protein_coding","chr15",40217428,40277487,"+",343,580,194,547
"ENSG00000137845","ADAM10","ENSG00000137845_ADAM10","protein_coding","chr15",58588809,58749791,"-",3291,2354,1778,2869
"ENSG00000137857","DUOX1","ENSG00000137857_DUOX1","protein_coding","chr15",45129933,45165576,"+",745,926,464,618
"ENSG00000137871","ZNF280D","ENSG00000137871_ZNF280D","protein_coding","chr15",56630176,56734086,"-",257,115,123,101
"ENSG00000137872","SEMA6D","ENSG00000137872_SEMA6D","protein_coding","chr15",47184101,47774228,"+",65,81,21,40
"ENSG00000137876","RSL24D1","ENSG00000137876_RSL24D1","protein_coding","chr15",55180806,55197049,"-",2766,1725,2071,2420
"ENSG00000137877","SPTBN5","ENSG00000137877_SPTBN5","protein_coding","chr15",41848146,41894053,"-",23,22,17,18
"ENSG00000137878","GCOM1","ENSG00000137878_GCOM1","protein_coding","chr15",57591908,57714745,"+",57,74,60,98
"ENSG00000137880","GCHFR","ENSG00000137880_GCHFR","protein_coding","chr15",40764068,40767708,"+",31,47,6,15
"ENSG00000137936","BCAR3","ENSG00000137936_BCAR3","protein_coding","chr1",93561741,93847150,"-",3684,2730,3289,5302
"ENSG00000137942","FNBP1L","ENSG00000137942_FNBP1L","protein_coding","chr1",93448118,93554661,"+",1358,839,706,830
"ENSG00000137944","KYAT3","ENSG00000137944_KYAT3","protein_coding","chr1",88935773,88992953,"-",1380,793,841,826
"ENSG00000137947","GTF2B","ENSG00000137947_GTF2B","protein_coding","chr1",88852633,88891944,"-",889,772,656,1152
"ENSG00000137955","RABGGTB","ENSG00000137955_RABGGTB","protein_coding","chr1",75786197,75795086,"+",3186,1108,1828,1249
"ENSG00000137959","IFI44L","ENSG00000137959_IFI44L","protein_coding","chr1",78619902,78646145,"+",15,58,7,295
"ENSG00000137962","ARHGAP29","ENSG00000137962_ARHGAP29","protein_coding","chr1",94148988,94275068,"-",6869,3863,4111,5648
"ENSG00000137965","IFI44","ENSG00000137965_IFI44","protein_coding","chr1",78649796,78664078,"+",209,290,180,787
"ENSG00000137968","SLC44A5","ENSG00000137968_SLC44A5","protein_coding","chr1",75202129,75611114,"-",175,129,55,81
"ENSG00000137970","RPL7P9","ENSG00000137970_RPL7P9","processed_pseudogene","chr1",96678874,96679620,"-",1483,931,891,1150
"ENSG00000137975","CLCA2","ENSG00000137975_CLCA2","protein_coding","chr1",86424171,86456553,"+",5802,4601,2948,3893
"ENSG00000137992","DBT","ENSG00000137992_DBT","protein_coding","chr1",100186919,100249834,"-",1018,623,499,711
